pitch_type,game_date,release_speed,release_pos_x,player_name,bb_type,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,estimated_ba_using_speedangle,estimated_woba_using_speedangle,launch_speed_angle
SI,6/29/2022,97.2,-1.24,"Contreras, William",ground_ball,32,96.8,-2,98.5,1878,0.317,0.291,2
SI,6/29/2022,97.2,-1.08,"Ozuna, Marcell",line_drive,130,93.8,6,98.5,1805,0.471,0.436,4
SI,6/28/2022,94.3,-1.65,"Arcia, Orlando",ground_ball,42,56.5,4,96.1,2224,0.129,0.116,1
SI,6/28/2022,93.6,2.19,"Swanson, Dansby",line_drive,124,93.8,6,91.8,2257,0.471,0.436,4
SI,6/28/2022,92.2,2.1,"Harris II, Michael",ground_ball,2,93.8,-46,90.9,2371,0.091,0.082,2
SL,6/28/2022,78.3,2.25,"Duvall, Adam",line_drive,192,90.5,15,76.7,2303,0.92,0.895,4
SL,6/28/2022,84.5,-1.44,"Ozuna, Marcell",popup,135,87.1,69,83.6,2367,0.006,0.005,3
FF,6/28/2022,95.7,-1.11,"Swanson, Dansby",fly_ball,325,88.4,34,95.9,2421,0.02,0.021,3
FF,6/28/2022,93.6,2.2,"Arcia, Orlando",ground_ball,9,98.5,-11,92.1,2483,0.22,0.2,2
SL,6/28/2022,84.8,-1.55,"Riley, Austin",fly_ball,273,84.6,48,84.5,2395,0.003,0.003,3
SL,6/28/2022,86,-1.55,"Olson, Matt",line_drive,395,108.6,20,85.6,2467,0.86,1.406,6
FF,6/26/2022,95.6,-1.34,"d'Arnaud, Travis",ground_ball,5,99.8,-22,96.6,2382,0.151,0.147,2
FF,6/26/2022,96.1,-3.25,"Contreras, William",fly_ball,395,99.7,29,96.5,2476,0.506,0.921,6
SL,6/26/2022,85.7,0.76,"d'Arnaud, Travis",ground_ball,7,53.3,-17,86.9,2506,0.094,0.085,1
SL,6/26/2022,83.4,-1.71,"Contreras, William",fly_ball,318,92.5,43,83.2,2420,0,0,3
FF,6/26/2022,93.1,0.91,"Swanson, Dansby",line_drive,268,86.1,19,93.5,2365,0.703,0.68,4
SL,6/26/2022,82.4,-2.47,"Riley, Austin",fly_ball,323,89,32,83.3,2395,0.04,0.052,3
FC,6/26/2022,97.5,-1.44,"Harris II, Michael",ground_ball,8,108.4,-17,96.5,2302,0.191,0.172,2
SL,6/26/2022,92.8,-1.6,"Duvall, Adam",ground_ball,17,66.4,-4,92.3,2592,0.114,0.113,2
FF,6/26/2022,96.2,-1.27,"Arcia, Orlando",ground_ball,121,104.4,5,96.6,2326,0.571,0.534,4
KC,6/26/2022,85.5,-3.1,"Olson, Matt",line_drive,230,97.3,13,86,2545,0.926,0.909,4
FF,6/26/2022,92.8,0.85,"Harris II, Michael",fly_ball,192,60.7,27,93.2,2321,0.614,0.553,4
FF,6/25/2022,98.6,-1.24,"Harris II, Michael",ground_ball,82,84.4,5,98.2,2122,0.369,0.355,2
FC,6/25/2022,94.9,-2.27,"Olson, Matt",ground_ball,12,98.6,-9,95.6,2560,0.274,0.266,2
SI,6/25/2022,98,-1.55,"Arcia, Orlando",ground_ball,51,99.3,0,97.1,2055,0.414,0.399,4
SL,6/25/2022,84.9,-2.27,"Swanson, Dansby",popup,158,91.6,63,85.2,2609,0.009,0.009,3
SL,6/25/2022,93.1,-1.67,"Ozuna, Marcell",fly_ball,421,108.5,25,92.4,2485,0.977,1.979,6
SI,6/25/2022,99.9,-1.4,"d'Arnaud, Travis",fly_ball,385,101.8,23,99.3,2171,0.651,1.012,6
FF,6/24/2022,95.3,-3.03,"Duvall, Adam",fly_ball,342,100.7,43,96.2,2292,0.103,0.2,3
SL,6/24/2022,90.2,-2.7,"Acuña Jr., Ronald",ground_ball,0,47.1,-78,91.2,2550,0.157,0.141,1
SL,6/24/2022,85.6,-2.28,"Arcia, Orlando",fly_ball,255,84.4,49,86.4,2250,0.011,0.013,3
SI,6/24/2022,100.4,-1.47,"Riley, Austin",ground_ball,20,66.2,-5,99.9,1916,0.114,0.118,2
SL,6/24/2022,84.9,-2.25,"Duvall, Adam",ground_ball,41,77.8,2,85.1,2553,0.183,0.165,2
FF,6/24/2022,96.6,-2.61,"Harris II, Michael",ground_ball,26,76,-2,96.7,2423,0.111,0.1,2
FF,6/24/2022,96.5,-2.9,"Ozuna, Marcell",popup,127,96.8,68,97.6,2335,0.026,0.034,3
SL,6/24/2022,84.4,-2.28,"Contreras, William",line_drive,330,101.6,20,84.8,2448,0.483,0.627,5
FF,6/24/2022,96.3,-3.04,"Olson, Matt",ground_ball,8,99.9,-16,97.3,2114,0.163,0.147,2
SL,6/24/2022,88.3,-1.83,"Swanson, Dansby",line_drive,266,104.1,15,87.5,2458,0.62,0.651,5
CH,6/23/2022,86.7,0.82,"Ozuna, Marcell",line_drive,142,74.7,15,86.6,1954,0.611,0.55,4
FF,6/23/2022,95.9,0.57,"d'Arnaud, Travis",fly_ball,366,95.3,31,96.1,2213,0.154,0.27,5
FF,6/23/2022,95.6,0.46,"Swanson, Dansby",line_drive,295,99.5,16,95.9,2250,0.571,0.59,4
FF,6/23/2022,94.2,0.76,"Heredia, Guillermo",fly_ball,248,70.8,31,93.9,2198,0.757,0.758,4
FF,6/23/2022,96,0.62,"Gosselin, Phil",line_drive,222,77.1,21,95.5,2224,0.934,0.893,4
CU,6/23/2022,77.1,0.33,"Arcia, Orlando",fly_ball,283,82.4,34,76.6,2486,0.029,0.035,3
SL,6/22/2022,88.4,2.43,"Arcia, Orlando",line_drive,148,97.6,6,88.3,2641,0.6,0.568,4
FF,6/22/2022,96.9,1.99,"Contreras, William",ground_ball,12,102.3,-9,96.8,2415,0.291,0.287,2
FF,6/22/2022,95.8,2,"Olson, Matt",fly_ball,391,104.7,23,95.8,2414,0.803,1.382,6
SL,6/22/2022,87.9,2.4,"Ozuna, Marcell",line_drive,205,76.7,20,88.3,2582,0.949,0.901,4
FF,6/22/2022,93.8,1.96,"Contreras, William",ground_ball,103,111.5,4,93.8,2142,0.634,0.584,4
FF,6/22/2022,94.9,2.03,"Olson, Matt",fly_ball,382,97.5,31,94.9,1956,0.306,0.562,5
SL,6/22/2022,84.9,-1.44,"Acuña Jr., Ronald",ground_ball,10,109,-8,86.2,2570,0.386,0.371,2
SL,6/22/2022,88.6,1.93,"Ozuna, Marcell",ground_ball,100,96.4,4,88.8,1896,0.494,0.481,4
FF,6/22/2022,82.1,-4.1,"Duvall, Adam",line_drive,230,95.8,13,81.2,1883,0.92,0.892,4
FF,6/22/2022,96.3,1.94,"Swanson, Dansby",fly_ball,412,106.2,25,95.7,2150,0.943,1.885,6
FC,6/21/2022,100.3,-1.67,"d'Arnaud, Travis",fly_ball,242,82.5,52,101.6,2594,0.034,0.041,3
FC,6/21/2022,99,-1.66,"Olson, Matt",fly_ball,362,105.2,23,100.2,2668,0.803,1.382,6
FC,6/21/2022,92.9,-2.22,"Acuña Jr., Ronald",ground_ball,3,106.6,-25,94,2470,0.143,0.129,2
FF,6/21/2022,94.6,-2.42,"Harris II, Michael",ground_ball,88,82.5,5,95.1,2291,0.309,0.286,2
FF,6/21/2022,96,-2.23,"Arcia, Orlando",ground_ball,24,76,-2,96.5,2359,0.111,0.1,2
FF,6/21/2022,94.7,-2.34,"Duvall, Adam",line_drive,150,102.4,8,95.3,2140,0.689,0.632,4
FF,6/21/2022,94.7,-1.73,"Swanson, Dansby",fly_ball,262,80.2,45,94.9,2286,0.034,0.04,3
FC,6/21/2022,98.1,-1.8,"Riley, Austin",popup,134,92.8,67,98.9,2549,0.02,0.025,3
SL,6/21/2022,88.3,-1.79,"Swanson, Dansby",line_drive,174,74,17,88.9,2744,0.774,0.709,4
FF,6/21/2022,96.6,2.07,"d'Arnaud, Travis",ground_ball,2,69.5,-47,96.5,2023,0.171,0.154,2
SL,6/21/2022,83.7,-1.83,"Acuña Jr., Ronald",ground_ball,101,109.6,5,84.9,2618,0.657,0.608,4
SL,6/21/2022,84.5,-2.13,"Harris II, Michael",fly_ball,286,80.9,32,85.5,2611,0.046,0.041,3
FF,6/21/2022,95.1,1.77,"Olson, Matt",ground_ball,101,78.1,8,94.7,2073,0.337,0.318,2
SI,6/20/2022,90.8,-1.4,"Arcia, Orlando",ground_ball,3,86,-29,91.5,1881,0.049,0.044,2
CH,6/20/2022,86.8,-1.56,"Ozuna, Marcell",ground_ball,25,103.9,-5,88,1565,0.357,0.328,2
SL,6/20/2022,86.6,-2.05,"Arcia, Orlando",ground_ball,90,100.6,4,87.2,2505,0.586,0.562,4
SL,6/20/2022,87.6,-1.83,"Ozuna, Marcell",line_drive,216,110.3,10,88.5,2692,0.874,0.899,5
SL,6/20/2022,84.1,-1.96,"d'Arnaud, Travis",fly_ball,227,86.8,54,84.9,2540,0.011,0.01,3
FC,6/20/2022,91.7,-2.32,"Swanson, Dansby",line_drive,155,106.7,6,92.5,2400,0.603,0.554,4
FC,6/20/2022,93.3,-2.33,"Acuña Jr., Ronald",ground_ball,7,81.1,-10,93.8,2472,0.114,0.107,2
FF,6/20/2022,96.7,-2.47,"Harris II, Michael",line_drive,243,81,22,97.2,2441,0.711,0.701,4
FF,6/19/2022,93.2,-2.51,"Acuña Jr., Ronald",ground_ball,0,36.4,-84,94,1964,0.151,0.136,1
FF,6/19/2022,93.5,-2.6,"Harris II, Michael",fly_ball,364,95.3,33,93.5,2124,0.12,0.215,3
SL,6/19/2022,84,-2.74,"Duvall, Adam",ground_ball,12,67.6,-7,84.8,2690,0.091,0.088,2
SL,6/19/2022,83.8,-2.77,"Contreras, William",ground_ball,1,62,-52,84,2703,0.229,0.213,2
FF,6/19/2022,93.7,-2.68,"d'Arnaud, Travis",fly_ball,274,99.8,49,94.1,2132,0.011,0.015,3
FF,6/19/2022,92.3,-2.75,"Olson, Matt",line_drive,339,103.5,16,92.7,2041,0.531,0.564,5
SI,6/19/2022,93.4,-2.62,"Riley, Austin",ground_ball,67,109.9,1,94.7,1984,0.534,0.491,4
SL,6/19/2022,85.2,-2.67,"Acuña Jr., Ronald",popup,219,79.6,49,85.4,2610,0.046,0.053,3
CH,6/18/2022,82.6,-4.25,"Olson, Matt",ground_ball,9,85.3,-12,82.8,2191,0.146,0.149,2
SI,6/18/2022,94,-2.9,"Swanson, Dansby",line_drive,292,104.8,15,94.9,2039,0.62,0.668,5
FF,6/18/2022,94.8,-1.47,"Acuña Jr., Ronald",line_drive,268,97.6,15,95.3,2201,0.76,0.749,4
SI,6/18/2022,90.4,-4.23,"Contreras, William",line_drive,253,106.4,12,89.5,2270,0.874,0.898,4
FF,6/18/2022,95.4,-1.51,"Arcia, Orlando",line_drive,172,87.6,11,96.4,2226,0.657,0.603,4
FC,6/18/2022,91.3,-2.84,"Acuña Jr., Ronald",line_drive,294,113.2,11,91.8,2133,0.843,0.877,6
FF,6/18/2022,95.6,-2.7,"Harris II, Michael",ground_ball,71,102.9,2,96.1,2213,0.509,0.475,4
FF,6/18/2022,95.3,-2.89,"Duvall, Adam",fly_ball,266,83,41,96,2124,0.023,0.027,3
FC,6/17/2022,93.2,-2.44,"Arcia, Orlando",ground_ball,27,100.3,-5,95,2689,0.28,0.252,2
FC,6/17/2022,90.1,-3.06,"Swanson, Dansby",ground_ball,67,98.1,2,91.5,2068,0.449,0.421,4
FF,6/17/2022,96.4,-2.75,"Acuña Jr., Ronald",fly_ball,372,104.4,32,97.3,2227,0.709,1.442,6
FC,6/17/2022,93,-2.53,"Ozuna, Marcell",fly_ball,233,89.7,51,93.9,2571,0.017,0.02,3
FF,6/17/2022,95.5,-2.96,"Harris II, Michael",fly_ball,240,93.4,55,96,2077,0.006,0.005,3
FF,6/17/2022,95.1,-2.69,"Ozuna, Marcell",fly_ball,373,107.4,33,96.3,2555,0.823,1.715,6
SL,6/17/2022,86,-3.45,"d'Arnaud, Travis",ground_ball,3,85.6,-36,86.7,2633,0.074,0.07,2
FF,6/15/2022,92.5,0.33,"Arcia, Orlando",ground_ball,112,104.2,5,92,2005,0.571,0.534,4
SL,6/15/2022,76.2,-3.41,"Olson, Matt",ground_ball,4,75,-22,78,2137,0.031,0.028,2
CU,6/15/2022,80.2,-1.91,"Riley, Austin",fly_ball,370,94.2,32,80.6,2054,0.106,0.178,3
SI,6/15/2022,90.4,-3.23,"Riley, Austin",fly_ball,441,110.2,21,92.3,2207,0.911,1.614,6
FF,6/15/2022,93.8,-1.92,"Swanson, Dansby",fly_ball,356,93.4,32,95.3,2409,0.091,0.162,3
FF,6/15/2022,92.9,0.45,"Duvall, Adam",fly_ball,249,87.1,50,92.8,1911,0.014,0.02,3
CU,6/15/2022,80.8,-1.93,"Acuña Jr., Ronald",fly_ball,339,93.1,36,81.5,2068,0.06,0.09,3
FF,6/15/2022,94.6,0.46,"Ozuna, Marcell",ground_ball,16,99.9,-10,93.6,2086,0.269,0.257,2
FF,6/15/2022,96,-1.96,"Harris II, Michael",line_drive,178,96.7,9,97.5,2543,0.634,0.571,4
FF,6/15/2022,95.4,-1.93,"Arcia, Orlando",fly_ball,400,102.2,31,96.9,2624,0.597,1.179,6
FF,6/15/2022,92.6,0.58,"Olson, Matt",ground_ball,35,105.5,-1,91.9,1977,0.46,0.438,4
FS,6/14/2022,87.1,-1.68,"Olson, Matt",line_drive,136,109.8,6,87.5,1346,0.7,0.667,4
FF,6/14/2022,96.2,-1.61,"Acuña Jr., Ronald",line_drive,385,104.6,21,96.2,2198,0.729,1.102,6
SL,6/14/2022,85.5,0.66,"Harris II, Michael",fly_ball,255,83.2,42,85.5,2440,0.023,0.029,3
FF,6/14/2022,95.8,-1.79,"Harris II, Michael",ground_ball,31,100.6,-4,96.1,2216,0.291,0.262,2
FF,6/14/2022,97.4,-1.61,"Arcia, Orlando",fly_ball,350,96.7,35,97.6,2362,0.18,0.355,3
FF,6/14/2022,93.6,0.33,"Arcia, Orlando",fly_ball,276,90.8,50,93.1,2040,0.014,0.018,3
FF,6/14/2022,98,-1.58,"Ozuna, Marcell",fly_ball,299,101.1,41,98.3,2362,0.14,0.255,3
FF,6/14/2022,98.1,-1.48,"d'Arnaud, Travis",fly_ball,330,94.4,39,97.8,2340,0.066,0.116,3
FF,6/14/2022,93.5,0.43,"d'Arnaud, Travis",ground_ball,14,98.1,-8,93,2158,0.271,0.263,2
FF,6/13/2022,95.6,-1.69,"d'Arnaud, Travis",ground_ball,27,89.5,-3,96.1,2115,0.197,0.177,2
FF,6/13/2022,94,-1.53,"Arcia, Orlando",ground_ball,132,102.7,7,94.5,2077,0.64,0.586,4
SL,6/13/2022,86,-1.95,"Olson, Matt",ground_ball,1,71.5,-69,86.7,2192,0.257,0.235,2
SL,6/13/2022,88.6,-2.87,"d'Arnaud, Travis",popup,116,92.4,70,89,2267,0.017,0.021,3
SI,6/13/2022,94.4,-1.87,"Acuña Jr., Ronald",line_drive,136,59.1,19,94.9,1715,0.363,0.327,1
FF,6/13/2022,96.5,-2.82,"Olson, Matt",ground_ball,86,90.7,3,96.6,2282,0.391,0.382,4
FS,6/13/2022,87.1,-2.21,"Harris II, Michael",fly_ball,388,99.3,26,87.7,753,0.463,0.718,6
FF,6/13/2022,96.3,-2.82,"Swanson, Dansby",fly_ball,340,103.7,46,96.4,2465,0.094,0.185,3
SI,6/13/2022,95.4,-1.74,"Ozuna, Marcell",ground_ball,15,106.2,-9,96,1921,0.337,0.315,2
CU,6/12/2022,76.6,-0.9,"Ozuna, Marcell",ground_ball,1,44.2,-68,76.2,2437,0.197,0.177,1
CH,6/12/2022,86.2,-2.07,"Swanson, Dansby",fly_ball,279,87.3,46,87,1417,0.006,0.005,3
SI,6/12/2022,94.4,-1.95,"Harris II, Michael",ground_ball,52,95.2,1,94.6,2117,0.414,0.397,2
SL,6/12/2022,87.3,-2.06,"Duvall, Adam",ground_ball,6,79.6,-15,87.9,2710,0.071,0.064,2
FF,6/12/2022,93.8,-0.43,"Olson, Matt",fly_ball,420,106.3,25,93.5,2436,0.943,1.885,6
CU,6/11/2022,85.3,-2.28,"Harris II, Michael",ground_ball,21,101.5,-4,86,2717,0.329,0.31,2
SI,6/11/2022,96.4,-2.23,"Duvall, Adam",ground_ball,6,73.7,-18,97.4,2099,0.051,0.047,2
FF,6/11/2022,93.5,-1.74,"Albies, Ozzie",fly_ball,402,100.1,35,94.5,2564,0.331,0.647,5
SI,6/11/2022,95.7,-2.1,"Ozuna, Marcell",fly_ball,386,106,22,96,2057,0.837,1.427,6
CU,6/11/2022,77.1,-2.27,"Acuña Jr., Ronald",popup,58,89.1,75,77.2,2286,0.003,0.003,3
FF,6/11/2022,93.7,-1.6,"Riley, Austin",ground_ball,36,96.5,-1,94.9,2655,0.346,0.321,2
SL,6/11/2022,87.5,-1.68,"Swanson, Dansby",fly_ball,192,65.6,35,88.5,2956,0.714,0.671,4
SI,6/11/2022,95.3,-2.05,"Contreras, William",ground_ball,8,74.1,-17,96.1,2075,0.057,0.055,2
FF,6/11/2022,96.9,-2.24,"Duvall, Adam",fly_ball,380,97.3,32,97.3,2334,0.223,0.413,5
SL,6/10/2022,88,-1.76,"Albies, Ozzie",fly_ball,383,101.3,26,88.8,2134,0.6,1.021,6
SI,6/10/2022,96.6,-1.78,"d'Arnaud, Travis",ground_ball,6,80,-21,97,2095,0.04,0.038,2
SI,6/10/2022,95.6,-1.84,"Riley, Austin",ground_ball,13,38.2,-11,95.7,2127,0.231,0.251,1
SL,6/10/2022,88.2,-1.66,"Swanson, Dansby",line_drive,99,99.2,5,88.9,2132,0.577,0.532,4
SL,6/10/2022,84.2,-2.22,"Duvall, Adam",popup,38,70,78,84.7,2130,0.006,0.006,3
SI,6/10/2022,96.1,-2.05,"Contreras, William",ground_ball,3,90.4,-33,96.6,2192,0.103,0.11,2
CU,6/9/2022,82,-2.36,"Harris II, Michael",line_drive,144,90.6,8,81.1,3038,0.543,0.508,4
SI,6/9/2022,93.2,-2.33,"Duvall, Adam",ground_ball,44,67.9,2,92.2,2139,0.137,0.126,2
SL,6/9/2022,87.2,-2.4,"Ozuna, Marcell",ground_ball,1,55.7,-73,85.9,2593,0.203,0.183,1
SL,6/9/2022,82.6,-0.74,"d'Arnaud, Travis",popup,190,74.5,57,82.3,2478,0.077,0.091,3
SL,6/8/2022,87.8,-0.45,"Riley, Austin",ground_ball,14,90.2,-6,87.4,2639,0.149,0.134,2
SL,6/8/2022,80.3,1.28,"Duvall, Adam",fly_ball,375,97.1,37,80.6,2524,0.143,0.268,3
SL,6/8/2022,87.9,-0.27,"Acuña Jr., Ronald",ground_ball,1,71.1,-49,87.6,2670,0.166,0.149,2
FF,6/8/2022,90.4,1.38,"Ozuna, Marcell",ground_ball,35,107,-1,91.1,2231,0.477,0.455,4
FF,6/8/2022,92,-0.6,"Harris II, Michael",line_drive,264,97.3,17,91.5,2388,0.52,0.562,4
FA,6/8/2022,76.6,-1.96,"Olson, Matt",ground_ball,8,92.6,-15,76.5,1799,0.18,0.183,2
FF,6/8/2022,90.1,1.32,"Contreras, William",ground_ball,1,62,-56,90.6,2453,0.231,0.208,2
FA,6/8/2022,85.8,-2.12,"Riley, Austin",line_drive,347,101.6,21,85.7,2098,0.529,0.705,5
SL,6/8/2022,80.8,1.15,"Albies, Ozzie",fly_ball,391,102,37,81.2,2368,0.377,0.746,5
FF,6/8/2022,89.7,1.36,"Olson, Matt",ground_ball,103,99.1,4,90.8,2347,0.557,0.532,4
FA,6/8/2022,84.3,-2.19,"Heredia, Guillermo",fly_ball,374,97.4,30,83.6,2027,0.271,0.476,5
SI,6/7/2022,94.4,-1.69,"Swanson, Dansby",ground_ball,28,89.8,-3,94.5,2009,0.206,0.185,2
FF,6/7/2022,94.6,-1.73,"Harris II, Michael",line_drive,354,108.5,15,94.6,1942,0.683,0.752,6
FF,6/7/2022,95.2,-1.73,"Heredia, Guillermo",fly_ball,383,99.4,38,95.2,1904,0.154,0.289,3
SL,6/5/2022,84.1,-1.39,"Swanson, Dansby",ground_ball,33,88.3,-2,84.3,2950,0.229,0.219,2
FF,6/5/2022,97.8,-1.05,"Acuña Jr., Ronald",fly_ball,441,112.3,21,98.7,2516,0.926,1.652,6
FF,6/5/2022,96.3,-1.51,"Harris II, Michael",ground_ball,53,88.3,2,97.2,2425,0.32,0.298,2
FF,6/5/2022,98,-2.14,"Albies, Ozzie",fly_ball,396,101.8,25,98.7,2140,0.649,1.08,6
CH,6/5/2022,87.7,-1.89,"Contreras, William",line_drive,229,104.5,11,88.4,1655,0.889,0.912,4
SL,6/5/2022,80.3,-1.32,"Albies, Ozzie",fly_ball,284,83.1,44,80.3,2874,0.009,0.008,3
SL,6/5/2022,87,-1.88,"d'Arnaud, Travis",ground_ball,8,98.1,-13,87.4,2247,0.226,0.228,2
SL,6/5/2022,83.1,-1.42,"Contreras, William",fly_ball,362,93.5,39,83.5,2750,0.066,0.116,3
SI,6/4/2022,91,1.51,"Harris II, Michael",line_drive,218,108.3,11,92.2,2282,0.903,0.929,5
SL,6/4/2022,87.2,1.75,"Duvall, Adam",line_drive,142,101.8,8,88.3,2381,0.689,0.632,4
FF,6/4/2022,89.6,1.27,"Contreras, William",fly_ball,353,96.7,42,90.7,2435,0.029,0.036,3
CH,6/4/2022,86.5,-1.05,"Harris II, Michael",line_drive,147,66.8,16,86.6,1453,0.486,0.437,2
SI,6/4/2022,93.7,-0.93,"Duvall, Adam",fly_ball,411,100.8,29,93.8,2384,0.611,1.158,6
FF,6/4/2022,95.2,-0.85,"Albies, Ozzie",ground_ball,13,91.6,-12,94.3,2272,0.146,0.133,2
CU,6/4/2022,81.5,-0.74,"Contreras, William",line_drive,300,83.5,27,81.9,2563,0.134,0.13,3
SL,6/4/2022,89,-0.85,"Olson, Matt",line_drive,262,108.7,15,88.9,2605,0.683,0.752,6
FC,6/4/2022,90.5,-1.66,"Riley, Austin",fly_ball,348,95.7,43,91,2082,0.017,0.02,3
SL,6/4/2022,91.2,-1.01,"Riley, Austin",line_drive,149,98.8,8,90.8,2493,0.637,0.576,4
SI,6/4/2022,93.2,-0.71,"Ozuna, Marcell",line_drive,398,106.4,21,93.1,2384,0.774,1.212,6
FC,6/4/2022,91.3,-1.55,"Acuña Jr., Ronald",fly_ball,344,91.3,27,92,2176,0.114,0.139,3
CU,6/4/2022,82.3,-0.87,"Albies, Ozzie",fly_ball,264,89.1,53,82.4,2586,0.014,0.014,3
FC,6/4/2022,90,-1.51,"Harris II, Michael",ground_ball,2,69.8,-49,90.8,2187,0.183,0.165,2
SL,6/4/2022,88.8,-0.7,"Olson, Matt",fly_ball,261,84,51,89,2714,0.02,0.025,3
SL,6/4/2022,89.6,-1.96,"Ozuna, Marcell",fly_ball,325,84,30,89.7,2783,0.063,0.075,3
SL,6/3/2022,88.7,-1.76,"Duvall, Adam",popup,49,72.9,82,89.6,2587,0,0,3
SI,6/3/2022,99.1,-2.02,"Albies, Ozzie",line_drive,367,95.1,24,100,2565,0.171,0.209,5
SL,6/3/2022,90.5,-0.8,"Riley, Austin",ground_ball,9,62.5,-11,90.7,2420,0.074,0.069,2
SL,6/3/2022,89,-0.9,"Ozuna, Marcell",line_drive,176,91,12,89,2375,0.84,0.811,4
FF,6/3/2022,94.1,-0.78,"Swanson, Dansby",line_drive,293,105,17,94.1,2174,0.517,0.603,5
FC,6/3/2022,92.2,-1.53,"Arcia, Orlando",ground_ball,3,71.4,-35,92.9,2080,0.089,0.092,2
FC,6/3/2022,92.4,-1.66,"d'Arnaud, Travis",line_drive,288,97.8,16,93.2,2178,0.646,0.677,4
FF,6/3/2022,99.5,-1.95,"Harris II, Michael",ground_ball,1,63.2,-59,101.6,2285,0.257,0.237,2
SL,6/3/2022,90.8,-0.92,"Acuña Jr., Ronald",ground_ball,1,40,-41,90.5,2532,0.226,0.215,1
FF,6/3/2022,95.4,1.02,"Olson, Matt",line_drive,166,90.3,9,95.5,2303,0.554,0.502,4
FF,6/3/2022,93.5,-0.94,"Harris II, Michael",fly_ball,368,97,24,92.7,2331,0.3,0.392,5
SI,6/2/2022,89.8,2.65,"d'Arnaud, Travis",fly_ball,342,95.6,40,89,2142,0.049,0.08,3
FC,6/2/2022,85.1,2.89,"Olson, Matt",fly_ball,299,83.1,49,84.3,2351,0.014,0.016,3
SI,6/2/2022,89.3,2.75,"Albies, Ozzie",ground_ball,34,69.4,-2,88.8,2238,0.111,0.106,2
CU,6/2/2022,77.9,2.92,"Riley, Austin",line_drive,258,110,15,76.8,2408,0.711,0.793,6
SI,6/2/2022,89.7,2.66,"Ozuna, Marcell",fly_ball,317,84.4,38,88.9,2199,0.014,0.017,3
SI,6/2/2022,90.5,2.87,"Swanson, Dansby",ground_ball,37,73.8,0,89,2254,0.103,0.093,2
SI,6/2/2022,92,2.62,"Acuña Jr., Ronald",fly_ball,235,70.6,27,90.9,2210,0.88,0.83,4
CU,6/2/2022,80,2.98,"Harris II, Michael",line_drive,379,101.4,20,79.4,2473,0.42,0.526,5
FF,6/2/2022,96.4,-1.1,"Swanson, Dansby",fly_ball,290,95.2,51,97.2,2346,0.003,0.003,3
FF,6/2/2022,97,-1.33,"Harris II, Michael",ground_ball,52,79.8,3,97.4,2394,0.223,0.201,2
FF,6/2/2022,97.1,-1.22,"Heredia, Guillermo",fly_ball,288,83.4,43,97.5,2275,0.02,0.024,3
CU,6/1/2022,77.7,-2.53,"Contreras, William",line_drive,293,83.1,27,76.5,2518,0.134,0.13,3
CH,6/1/2022,85.2,1.55,"Duvall, Adam",ground_ball,86,70.4,9,83.8,2132,0.217,0.195,2
CH,6/1/2022,83.3,-2.56,"Riley, Austin",fly_ball,439,111.9,28,82.4,1978,0.991,2.049,6
FF,6/1/2022,94.1,1.2,"Olson, Matt",fly_ball,337,94.6,41,92.8,2443,0.023,0.029,3
CH,6/1/2022,84.6,-2.4,"Ozuna, Marcell",ground_ball,25,104.6,-4,83.7,1810,0.383,0.353,2
SL,6/1/2022,83.9,2.56,"Riley, Austin",line_drive,149,101.4,8,83.5,2736,0.686,0.633,4
FF,6/1/2022,91.5,2.44,"Ozuna, Marcell",line_drive,159,90.8,9,91.1,2215,0.586,0.531,4
CU,6/1/2022,78.8,-2.82,"Albies, Ozzie",ground_ball,1,63.2,-49,78.3,2543,0.197,0.177,2
SL,6/1/2022,84.4,2.54,"Albies, Ozzie",ground_ball,11,91.1,-8,83.3,2659,0.169,0.154,2
SI,5/31/2022,96,-2.21,"Riley, Austin",line_drive,303,98.5,18,95.6,2227,0.394,0.441,4
SL,5/31/2022,89.4,-2.38,"Ozuna, Marcell",fly_ball,398,97.7,29,88.5,2630,0.354,0.616,6
SI,5/31/2022,95.7,-1.57,"Swanson, Dansby",line_drive,124,95.7,7,95.6,2109,0.571,0.529,4
CH,5/31/2022,82.3,3.01,"Duvall, Adam",ground_ball,6,43.2,-14,82.1,1852,0.217,0.252,1
SL,5/31/2022,89.7,-2.35,"Swanson, Dansby",popup,124,79,67,89.1,2510,0.009,0.01,3
CH,5/31/2022,83.2,2.96,"Albies, Ozzie",ground_ball,1,73.2,-48,83,1735,0.149,0.134,2
FC,5/31/2022,91.3,-2.74,"Olson, Matt",popup,42,76.1,84,90.9,2106,0.009,0.008,3
CH,5/31/2022,82.2,3.03,"d'Arnaud, Travis",line_drive,231,97.6,12,82,1652,0.906,0.873,4
KC,5/31/2022,81.6,-2.61,"Riley, Austin",line_drive,249,108.3,11,80.7,2704,0.903,0.929,5
FC,5/31/2022,91.6,-2.95,"Ozuna, Marcell",ground_ball,26,108,-5,91,2289,0.429,0.405,2
SI,5/31/2022,90.5,3.13,"Olson, Matt",ground_ball,44,105,-1,90.2,2270,0.437,0.404,4
FF,5/30/2022,93.4,-1.42,"d'Arnaud, Travis",ground_ball,73,81,4,93.3,2321,0.251,0.226,2
